run_id,model,data,latent_dim,lr,betas_0,gate_weight,recon_weight,tc_weight,fm_weight,elapsed_s,status,metric__zero_ratio_real,metric__zero_ratio_synthetic,metric__zero_ratio_diff,metric__mean_real,metric__mean_synthetic,metric__mean_diff,metric__std_real,metric__std_synthetic,metric__std_diff,metric__skewness_real,metric__skewness_synthetic,metric__skewness_diff,metric__kurtosis_real,metric__kurtosis_synthetic,metric__kurtosis_diff,metric__quantile_10_diff,metric__quantile_25_diff,metric__quantile_50_diff,metric__quantile_75_diff,metric__quantile_90_diff,metric__quantile_95_diff,metric__quantile_99_diff,metric__mean_quantile_diff,metric__autocorr_mae,metric__wasserstein_distance,metric__kl_divergence,metric__mmd,metric__ps,metric__ds,metric__lps,metric__lds
0,zits-gan,iot,64,5e-05,0.5,10.0,5.0,0.5,1.0,334.5,ok,0.7410672443028625,0.6896953424657534,0.05137190183710916,2568.7263168092522,24600.95324931507,22032.226932505815,5633.432110483928,36676.37758599822,31042.94547551429,2.851070761373232,0.820094444464784,2.030976316908448,9.791734012244946,-1.3274451021579974,11.119179114402943,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.1132485607839224,69359.56212456262,33.56875360828652,0.002,2377.0112172959803,0.0,2376.8767945254563,0.21450000000000002
1,zits-gan,iot,128,0.0002,0.5,1.0,10.0,0.0,0.5,322.8,ok,0.7410672443028625,0.716947397260274,0.024119847042588516,2568.7263168092522,3280.6387142018293,711.9123973925771,5633.432110483928,6544.046977655308,910.61486717138,2.851070761373232,3.391332114653871,0.5402613532806391,9.791734012244946,22.870814118356936,13.07908010611199,0.0,0.0,0.0,3568.6983642578125,2822.4483398437515,1545.5882324218692,3424.5456835937475,1623.0400885881686,0.10554579152434138,2210.1678820371535,0.15484473763719914,0.002,2376.838868764925,0.0,2376.9403993709802,0.24950000000000006
2,zits-gan,iot,64,0.0001,0.5,5.0,10.0,0.5,0.5,322.5,ok,0.7410672443028625,0.7068268493150685,0.034240394987794076,2568.7263168092522,3484.250255851554,915.5239390423017,5633.432110483928,6845.096691528194,1211.664581044266,2.851070761373232,3.19947014357223,0.3483993821989979,9.791734012244946,19.97133703949386,10.179603027248914,0.0,0.0,0.0,3875.373779296875,3620.2892578125193,2344.1039062499913,1884.620624999996,1674.9125097656258,0.09438341197811316,2290.182353892012,0.14272131635176355,0.002,2376.955162313187,0.0,2377.0724253989933,0.19399999999999995
3,zits-gan,iot,32,0.0001,0.5,1.0,10.0,2.0,0.5,346.1,ok,0.7410672443028625,0.6785572602739726,0.06250998402888996,2568.7263168092522,3370.509175959133,801.7828591498806,5633.432110483928,6264.507916475137,631.0758059912087,2.851070761373232,3.448559487443615,0.5974887260703832,9.791734012244946,25.586088313211558,15.794354300966612,0.0,0.0,0.0,5040.737060546875,2213.27490234375,356.6070800781199,4819.1433984375,1775.6803487723207,0.09653701590504409,1754.3233720603625,0.15160884676200373,0.002,2376.864034752953,0.0,2376.9497317483188,0.21050000000000002
4,zits-gan,iot,128,0.0001,0.5,1.0,1.0,2.0,0.5,348.4,ok,0.7410672443028625,0.6859419178082192,0.0551253264946433,2568.7263168092522,24898.52182157534,22329.795504766087,5633.432110483928,36796.98627890149,31163.55416841756,2.851070761373232,0.8012326829309332,2.0498380784422987,9.791734012244946,-1.358026154802963,11.149760167047909,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11408674666174408,69359.5527804661,33.58077696851694,0.002,2377.062113850117,0.0,2376.93519124794,0.49950000000000006
5,zits-gan,iot,128,5e-05,0.5,1.0,20.0,0.0,0.5,345.4,ok,0.7410672443028625,0.7076701369863013,0.0333971073165612,2568.7263168092522,14995.466697011992,12426.74038020274,5633.432110483928,24369.99370208414,18736.56159160021,2.851070761373232,1.1652663080785544,1.6858044532946777,9.791734012244946,-0.32677670010922943,10.118510712354176,0.0,0.0,0.0,36029.013671875,46965.3625,49440.2421875,48774.40656249999,25887.003560267854,0.10852289404299875,41377.74763110178,5.076722203889073,0.002,2377.0650028583527,0.0,2376.9642900750996,0.4205
6,zits-gan,iot,32,5e-05,0.5,5.0,10.0,1.0,1.0,351.5,ok,0.7410672443028625,0.7076416438356165,0.033425600467246075,2568.7263168092522,3679.4427820805695,1110.7164652713172,5633.432110483928,7149.469141374424,1516.0370308904958,2.851070761373232,3.2401939677451472,0.3891232063719152,9.791734012244946,20.949341878661798,11.157607866416852,0.0,0.0,0.0,4756.39892578125,4178.4990234375,3003.4044921874993,1279.4522070312487,1888.2506640624997,0.10210682671669569,2888.0461196480287,0.19675820577701897,0.002,2377.1386906504868,0.0,2377.009704773307,0.13349999999999995
7,zits-gan,iot,64,0.0002,0.0,10.0,5.0,0.0,2.0,427.4,ok,0.7410672443028625,0.7390367123287671,0.0020305319740954175,2568.7263168092522,2169.873439100295,398.8528777089573,5633.432110483928,5343.338220175558,290.09389030837065,2.851070761373232,5.7457442785517285,2.8946735171784965,9.791734012244946,61.221509297057594,51.42977528481265,0.0,0.0,0.0,971.3507843017578,1033.9694335937456,2267.97788085938,7661.044218750001,1704.9060453578406,0.09447446027315162,2086.122438564666,0.1300187472706298,0.002,2376.9308574358465,0.04049999999999998,2376.919193915856,0.259
8,zits-gan,iot,32,5e-05,0.0,1.0,10.0,2.0,1.0,373.7,ok,0.7410672443028625,0.6683983561643836,0.07266888813847894,2568.7263168092522,4544.502718611968,1975.7764018027156,5633.432110483928,8275.276622319097,2641.844511835169,2.851070761373232,2.7597882415010844,0.09128251987214764,9.791734012244946,13.755689136199642,3.9639551239546957,0.0,0.0,0.0,6551.6781005859375,6719.904296875,6255.983105468746,3326.686054687507,3264.8930796595987,0.09937701859814577,3829.7928124167597,0.18662271731179456,0.002,2377.03941199193,0.0,2377.0967168210746,0.20999999999999996
9,zits-gan,iot,128,5e-05,0.5,10.0,1.0,0.5,2.0,457.2,ok,0.7410672443028625,0.7190613698630137,0.022005874439848805,2568.7263168092522,311.3721669378972,2257.354149871355,5633.432110483928,2521.750378408893,3111.681732075035,2.851070761373232,22.852141889861656,20.001071128488423,9.791734012244946,654.5143752737525,644.7226412615075,0.0,0.0,0.0,1319.9399478258565,9991.696677017211,13531.7540588379,19329.545268554688,6310.419421747951,0.07492288383540927,8967.889581453484,2.254401629759006,0.002,2376.906164838648,0.0,2376.8988518514634,0.25249999999999995
10,zits-gan,iot,64,5e-05,0.0,5.0,1.0,0.0,0.5,371.7,ok,0.7410672443028625,0.6983030136986301,0.0427642306042324,2568.7263168092522,23917.6966557256,21348.970338916348,5633.432110483928,36387.9635369486,30754.53142646467,2.851070761373232,0.8641004449168971,1.9869703164563348,9.791734012244946,-1.2533047612504218,11.045038773495367,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11274414462794295,69356.77648769795,33.50867009632917,0.002,2377.0683420817136,0.0,2376.8947564750197,0.5
11,zits-gan,iot,128,0.0002,0.5,10.0,10.0,1.0,0.5,345.5,ok,0.7410672443028625,0.7035753424657534,0.037491901837109154,2568.7263168092522,23499.498790196918,20930.772473387668,5633.432110483928,36204.051248010335,30570.619137526406,2.851070761373232,0.8915501720244778,1.9595205893487542,9.791734012244946,-1.2051294886604706,10.996863500905416,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11389812505132586,69356.02645675797,33.52294927951433,0.002,2376.957171693206,0.0,2376.9424666394116,0.3185
12,zits-gan,iot,128,0.0002,0.5,5.0,20.0,0.0,1.0,331.1,ok,0.7410672443028625,0.7461183561643836,0.005051111861521074,2568.7263168092522,12898.473116791796,10329.746799982544,5633.432110483928,22946.26508654752,17312.83297606359,2.851070761373232,1.3692753790860772,1.4817953822871548,9.791734012244946,0.22564045061338156,9.566093561631565,0.0,0.0,0.0,27904.76220703125,43449.116796875,46176.615820312494,49070.66632812501,23800.165878906246,0.10955839954509679,40885.70036649129,5.385564619318777,0.002,2376.9644452203156,0.0,2376.9383393848657,0.46799999999999997
13,zits-gan,iot,64,0.0002,0.0,1.0,20.0,0.5,2.0,1164.9,ok,0.7410672443028625,0.7294043835616438,0.011662860741218695,2568.7263168092522,11462.26997322503,8893.543656415777,5633.432110483928,19635.371134673816,14001.939024189887,2.851070761373232,1.3236120354672385,1.5274587259059935,9.791734012244946,0.2533545208175343,9.538379491427412,0.0,0.0,0.0,28739.46240234375,33929.59921875001,36252.344335937494,39469.8169921875,19770.174707031252,0.11098298406640775,32440.053188326277,5.279246904824362,0.002,2376.942941326523,0.0,2376.9634874010203,0.4245
14,zits-gan,iot,128,0.0002,0.0,5.0,5.0,0.0,0.5,332.1,ok,0.7410672443028625,0.7114991780821918,0.029568066220670763,2568.7263168092522,22862.451200800515,20293.724883991265,5633.432110483928,35904.86184639915,30271.429735915222,2.851070761373232,0.9338694960586275,1.9172012653146044,9.791734012244946,-1.1276065581822652,10.919340570427211,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11458320487915011,69325.26773060719,33.49265976590862,0.002,2377.086955752039,0.04799999999999999,2377.057894747305,0.10650000000000004
15,zits-gan,iot,32,0.0002,0.5,5.0,5.0,1.0,1.0,348.6,ok,0.7410672443028625,0.7303320547945206,0.010735189508341958,2568.7263168092522,3776.0287307053522,1207.3024138961,5633.432110483928,11108.358574967684,5474.926464483756,2.851070761373232,3.349792359417045,0.4987215980438129,9.791734012244946,11.573804212287746,1.7820702000427993,0.0,0.0,0.0,1319.9837082545273,2867.932519531254,18394.515625,25219.8024609375,6828.8906162461835,0.03285756001030585,8842.176190330254,1.007504465533535,0.002,2377.020377272439,0.0,2376.916983886349,0.0044999999999999485
16,zits-gan,iot,32,0.0001,0.5,10.0,20.0,1.0,2.0,333.0,ok,0.7410672443028625,0.6966652054794521,0.04440203882341043,2568.7263168092522,23998.158422715405,21429.432105906155,5633.432110483928,36384.7716079841,30751.33949750017,2.851070761373232,0.857544627749011,1.9935261336242212,9.791734012244946,-1.2632504357426992,11.054984447987646,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11430958805459676,69193.98901167986,8.425409114935832,0.002,2377.091252247763,0.049000000000000044,2376.953898133159,0.1865
17,zits-gan,iot,32,0.0001,0.5,1.0,20.0,1.0,1.0,385.9,ok,0.7410672443028625,0.6605852054794521,0.08048203882341043,2568.7263168092522,26860.680526166525,24291.954209357275,5633.432110483928,37478.2804926593,31844.848382175373,2.851070761373232,0.6791084710362697,2.171962290336962,9.791734012244946,-1.5378674767693845,11.329601489014332,0.0,0.0,0.0,77960.0,69229.0,64489.0,53642.0,37902.857142857145,0.11351849698030794,69217.7757787715,33.61323686510805,0.002,2376.9134203391077,0.0,2377.0662597745895,0.5
18,zits-gan,iot,64,0.0001,0.0,5.0,5.0,2.0,0.5,443.4,ok,0.7410672443028625,0.7120936986301369,0.028973545672725587,2568.7263168092522,1865.8903078352466,702.8360089740056,5633.432110483928,4404.488949349929,1228.9431611339996,2.851070761373232,6.271602237856051,3.420531476482819,9.791734012244946,80.24423540454035,70.4525013922954,0.0,0.0,0.0,267.58843994140625,2674.033300781238,4698.467041015665,10201.413359374998,2548.786020159044,0.10073849683842999,3663.518862595952,0.304315006153084,0.002,2376.977945893955,0.11399999999999999,2376.888392290878,0.238
