run_id,model,data,latent_dim,lr,beta,gate_weight,recon_weight,tc_weight,elapsed_s,status,metric__zero_ratio_real,metric__zero_ratio_synthetic,metric__zero_ratio_diff,metric__mean_real,metric__mean_synthetic,metric__mean_diff,metric__std_real,metric__std_synthetic,metric__std_diff,metric__skewness_real,metric__skewness_synthetic,metric__skewness_diff,metric__kurtosis_real,metric__kurtosis_synthetic,metric__kurtosis_diff,metric__quantile_10_diff,metric__quantile_25_diff,metric__quantile_50_diff,metric__quantile_75_diff,metric__quantile_90_diff,metric__quantile_95_diff,metric__quantile_99_diff,metric__mean_quantile_diff,metric__autocorr_mae,metric__wasserstein_distance,metric__kl_divergence,metric__mmd,metric__ps,metric__ds,metric__lps,metric__lds
10,zits-vae,iot,128,0.0005,0.1,10.0,10.0,0.5,287.9,ok,0.7410672443028625,0.7186049315068493,0.022462312796013184,2568.7263168092522,3322.916753768014,754.1904369587619,5633.432110483928,6566.139409600864,932.7072991169362,2.851070761373232,2.4540167315677337,0.3970540298054983,9.791734012244946,7.259983857878396,2.5317501543665504,0.0,0.0,0.0,3333.88232421875,2568.841210937504,2636.991406249974,2645.963632812509,1597.9540820312482,0.07923659510567652,1888.2867207366262,0.12838817816525433,0.002,2377.039436351776,0.0,2376.9574203954458,0.062000000000000055
0,zits-vae,iot,128,0.001,1.0,1.0,20.0,0.5,723.0,ok,0.7410672443028625,0.7011906849315068,0.0398765593713557,2568.7263168092522,14589.96822808868,12021.241911279427,5633.432110483928,26295.595413904335,20662.163303420406,2.851070761373232,1.6044416832665338,1.2466290781066982,9.791734012244946,1.02301969178108,8.768714320463866,0.0,0.0,0.0,18112.33544921875,60296.75078125013,64489.0,53642.0,28077.155175781267,0.044001329454862334,38906.58153908243,2.4483945180943936,0.002,2376.9456334828255,0.0,2376.9488423068165,0.22599999999999998
1,zits-vae,iot,32,0.0005,0.1,10.0,5.0,0.0,260.6,ok,0.7410672443028625,0.7320975342465753,0.008969710056287217,2568.7263168092522,7191.559477774117,4622.833160964865,5633.432110483928,14585.65694413198,8952.224833648052,2.851070761373232,2.2496082843151335,0.6014624770580985,9.791734012244946,4.679423792531328,5.112310219713619,0.0,0.0,0.0,6112.2904052734375,19003.133789062507,26648.85371093749,36923.2788671875,12669.65096749442,0.08205761933336639,16923.508725264146,0.9617162172104743,0.002,2376.94815879153,0.0,2376.8755587305905,0.08999999999999997
2,zits-vae,iot,32,0.001,0.3,1.0,1.0,2.0,683.7,ok,0.7410672443028625,0.7417693150684932,0.0007020707656306691,2568.7263168092522,11474.41796874184,8905.691651932588,5633.432110483928,23427.300574274275,17793.868463790346,2.851070761373232,2.0088319721549315,0.8422387892183005,9.791734012244946,2.649958513934875,7.141775498310071,0.0,0.0,0.0,8944.096435546875,44576.58359375001,64489.0,53642.0,24521.668575613843,0.03962345171109708,34514.32003021322,5.544877323684136,0.0020020000000000003,2376.853161706716,0.0,2377.0663828276633,0.03249999999999997
3,zits-vae,iot,128,0.0005,1.0,5.0,20.0,1.0,550.2,ok,0.7410672443028625,0.7175890410958904,0.023478203206972137,2568.7263168092522,6747.0431632951295,4178.316846485877,5633.432110483928,13817.610554906512,8184.178444422584,2.851070761373232,2.548995861380756,0.30207489999247583,9.791734012244946,6.861643176627144,2.9300908356178024,0.0,0.0,0.0,7420.98876953125,14578.943945312509,22659.86816406247,39042.17101562503,11957.424556361608,0.03936653492058083,13970.430911938676,1.0378519943076676,0.002006,2376.9039077285647,0.0,2376.9343978113534,0.09899999999999998
4,zits-vae,iot,32,0.0001,1.0,10.0,1.0,2.0,683.0,ok,0.7410672443028625,0.7392838356164384,0.001783408686424126,2568.7263168092522,9858.406410818741,7289.680094009489,5633.432110483928,20174.152413475673,14540.720302991744,2.851070761373232,2.1229885478437023,0.7280822135295297,9.791734012244946,3.4529467305792787,6.338787281665668,0.0,0.0,0.0,8360.99609375,32100.383203125006,48381.52128906247,53642.0,20354.98579799107,0.03926491184027968,27892.355336398956,2.471904208986753,0.00202,2376.9889780556796,0.03200000000000003,2376.963945282686,0.1995
5,zits-vae,iot,32,0.0001,0.5,5.0,5.0,0.5,685.9,ok,0.7410672443028625,0.7349561643835616,0.006111079919300932,2568.7263168092522,10633.208379407106,8064.482062597854,5633.432110483928,21726.77409477133,16093.3419842874,2.851070761373232,2.0787205859156423,0.7723501754575897,9.791734012244946,3.1007270582424553,6.691006954002491,0.0,0.0,0.0,8569.55712890625,37116.53906250001,55951.876953125,53642.0,22182.85330636161,0.042546088642530726,30198.240435553762,3.5003773511246843,0.0020020000000000003,2377.1020540073873,0.0,2376.978148351562,0.0010000000000000009
6,zits-vae,iot,32,0.0001,0.3,5.0,10.0,0.5,419.5,ok,0.7410672443028625,0.7118712328767123,0.029196011426150248,2568.7263168092522,9998.319291121843,7429.592974312591,5633.432110483928,19594.64756656355,13961.215456079623,2.851070761373232,2.0852525919535876,0.7658181694196444,9.791734012244946,3.4233626946708453,6.368371317574101,0.0,0.0,0.0,10701.9755859375,30612.557421875004,45427.53515625,53642.0,20054.866880580357,0.05520810011667635,24780.433512540534,1.8590594746453333,0.002,2376.9213262376784,0.08650000000000002,2377.0280744944334,0.11450000000000005
7,zits-vae,iot,32,0.0005,0.3,10.0,20.0,0.5,300.5,ok,0.7410672443028625,0.7125561643835616,0.028511079919300908,2568.7263168092522,8458.264534262604,5889.5382174533515,5633.432110483928,16726.317578022892,11092.885467538963,2.851070761373232,2.2176818598680903,0.6333889015051417,9.791734012244946,4.421129725051931,5.370604287193015,0.0,0.0,0.0,9187.18115234375,22917.90195312503,33702.94863281245,46982.515390625005,16112.935304129462,0.06624691302963845,19505.361137171174,1.165950999272287,0.002,2377.0684885915994,0.0,2377.0191190376045,0.01100000000000001
8,zits-vae,iot,128,0.0005,1.0,5.0,5.0,0.0,390.1,ok,0.7410672443028625,0.7210816438356165,0.019985600467246067,2568.7263168092522,5611.9868314162495,3043.2605146069973,5633.432110483928,11966.257489785854,6332.825379301926,2.851070761373232,2.819538593968386,0.03153216740484588,9.791734012244946,8.875835740618173,0.915898271626773,0.0,0.0,0.0,5425.2593994140625,9869.6169921875,16739.468457031217,31947.537500000006,9140.268906947542,0.031160085871995136,10200.098143026637,0.666925244217678,0.00203,2377.0466426624776,0.0,2376.967985073769,0.07650000000000001
9,zits-vae,iot,32,0.0005,0.1,5.0,1.0,0.5,276.3,ok,0.7410672443028625,0.7310761643835616,0.009991079919300927,2568.7263168092522,6858.6530132746575,4289.926696465405,5633.432110483928,13859.13211331726,8225.700002833331,2.851070761373232,2.2909758466136703,0.5600949147595617,9.791734012244946,5.069421654906336,4.722312357338611,0.0,0.0,0.0,6656.9837646484375,17113.916601562505,24053.273632812474,34542.350351562505,11766.64633579799,0.07565817565215337,15583.634681240666,1.0215681298274026,0.002,2376.9576824542405,0.0,2377.0148488897084,0.10999999999999999
10,zits-vae,iot,128,0.0005,0.1,10.0,10.0,0.5,255.7,ok,0.7410672443028625,0.7256975342465753,0.015369710056287178,2568.7263168092522,3186.250152748667,617.5238359394148,5633.432110483928,6428.771599665344,795.339489181416,2.851070761373232,2.538118180610239,0.3129525807629929,9.791734012244946,7.86552525263949,1.9262087596054567,0.0,0.0,0.0,2830.1783447265625,2161.948242187502,2221.2289062499985,2245.594062500004,1351.2785079520095,0.07955427662663994,1695.3916955291204,0.11505265247497194,0.002,2376.9189784743903,0.0,2377.0672029770376,0.06000000000000005
11,zits-vae,iot,128,0.0005,1.0,5.0,20.0,0.0,558.2,ok,0.7410672443028625,0.7163512328767123,0.02471601142615021,2568.7263168092522,6701.140785534167,4132.4144687249145,5633.432110483928,13627.650693788248,7994.2185833043195,2.851070761373232,2.523438343520649,0.3276324178525831,9.791734012244946,6.740267596223905,3.051466416021041,0.0,0.0,0.0,7514.53466796875,14433.58632812502,22118.95195312499,37684.2619921875,11678.76213448661,0.038610101526749006,13704.345879118926,1.0546867985896216,0.002006,2377.038146135926,0.0,2376.9371606289146,0.07999999999999996
12,zits-vae,iot,64,0.0001,1.0,1.0,20.0,0.0,695.7,ok,0.7410672443028625,0.7041654794520548,0.03690176485080776,2568.7263168092522,14911.057930618937,12342.331613809685,5633.432110483928,26628.425860112045,20994.993749628116,2.851070761373232,1.556820385220355,1.294250376152877,9.791734012244946,0.8441569685892252,8.947577043655722,0.0,0.0,0.0,18807.044921875,61131.639062500006,64489.0,53642.0,28295.669140625,0.05135400254070196,40482.93595328502,3.0451614367276396,0.0020020000000000003,2377.062576927757,0.0,2377.0429484252454,0.007000000000000006
13,zits-vae,iot,32,0.001,1.0,10.0,1.0,1.0,506.8,ok,0.7410672443028625,0.7449715068493151,0.003904262546452597,2568.7263168092522,10018.518164677802,7449.79184786855,5633.432110483928,20620.10084274902,14986.66873226509,2.851070761373232,2.1146880315931122,0.7363827297801198,9.791734012244946,3.3661742509185464,6.4255597613264,0.0,0.0,0.0,7962.992919921875,33421.21445312501,50391.32949218746,53642.0,20773.93383789062,0.036754688836962125,29363.479152446667,4.184872805294648,0.002012,2376.886008924794,0.0665,2376.8854361129997,0.20599999999999996
14,zits-vae,iot,128,0.001,0.3,1.0,10.0,0.5,541.3,ok,0.7410672443028625,0.6974706849315069,0.04359655937135565,2568.7263168092522,12403.070148147408,9834.343831338156,5633.432110483928,22938.24137290063,17304.8092624167,2.851070761373232,1.8286867232534005,1.0223840381198315,9.791734012244946,2.114789682540364,7.6769443297045825,0.0,0.0,0.0,15637.64892578125,41706.95156250002,60256.76718749991,53642.0,24463.33823939731,0.03796154434534231,31077.473832191146,2.0091525848311202,0.002,2377.09853035202,0.0,2376.8592715263007,0.016000000000000014
15,zits-vae,iot,64,0.0005,0.5,1.0,1.0,0.0,694.0,ok,0.7410672443028625,0.7451846575342466,0.004117413231384037,2568.7263168092522,11560.79743376097,8992.071116951718,5633.432110483928,23584.683585898325,17951.251475414396,2.851070761373232,1.9871209322314658,0.8639498291417662,9.791734012244946,2.5399150068520324,7.251819005392914,0.0,0.0,0.0,9072.047607421875,45922.943750000006,64489.0,53642.0,24732.284479631697,0.039142590861402794,35448.87671092713,3.1230686493761866,0.002,2376.8580270323696,0.063,2376.942662350762,0.33499999999999996
16,zits-vae,iot,32,0.001,0.3,5.0,1.0,0.5,332.1,ok,0.7410672443028625,0.7355068493150685,0.005560394987794037,2568.7263168092522,9225.095836340031,6656.369519530779,5633.432110483928,18681.49251667092,13048.060406186993,2.851070761373232,2.1411299227658285,0.7099408386074035,9.791734012244946,3.714176596695613,6.077557415549333,0.0,0.0,0.0,8356.443603515625,28191.198828125,41577.759374999805,51679.044843750016,18543.49237862721,0.04858910202273355,24957.954296347518,2.0875652167446415,0.0020020000000000003,2376.9721299117923,0.0,2377.0829971298217,0.07699999999999996
17,zits-vae,iot,32,0.001,0.3,1.0,20.0,0.5,682.9,ok,0.7410672443028625,0.7030756164383561,0.03799162786450638,2568.7263168092522,14046.231606924497,11477.505290115245,5633.432110483928,25673.621636075433,20040.189525591504,2.851070761373232,1.6682987752200673,1.1827719861531647,9.791734012244946,1.2768726701943391,8.514861342050608,0.0,0.0,0.0,16728.77490234375,57131.318750000006,64489.0,53642.0,27427.299093191967,0.03976525393942937,37385.315321515525,2.301959856534255,0.002,2376.891169946504,0.0,2377.0361939829113,0.25549999999999995
18,zits-vae,iot,32,0.001,1.0,10.0,20.0,2.0,683.7,ok,0.7410672443028625,0.7323572602739726,0.008709984028889894,2568.7263168092522,11124.18512712155,8555.458810312297,5633.432110483928,22550.76517171061,16917.33306122668,2.851070761373232,2.039525035391081,0.811545725982151,9.791734012244946,2.871256254497034,6.920477757747912,0.0,0.0,0.0,9459.318359375,40163.07187500001,60629.25507812496,53642.0,23413.37790178571,0.035520741491565436,31643.12233362649,3.522433677139592,0.002,2377.0290873576405,0.0,2376.87694881047,0.015000000000000013
19,zits-vae,iot,32,0.0001,0.3,1.0,20.0,2.0,684.6,ok,0.7410672443028625,0.6999780821917808,0.04108916211108171,2568.7263168092522,14020.408770925975,11451.682454116723,5633.432110483928,25419.60457019469,19786.17245971076,2.851070761373232,1.6596574927220482,1.1914132686511838,9.791734012244946,1.2744784710413697,8.517255541203577,0.0,0.0,0.0,17395.4921875,55328.99296875003,64489.0,53642.0,27265.06930803572,0.04871585271059574,36810.84387007877,2.2475534656038287,0.002,2376.873732888818,0.0,2377.0505530693295,0.20399999999999996
20,zits-vae,iot,32,0.0001,0.3,10.0,20.0,0.0,283.6,ok,0.7410672443028625,0.7088158904109589,0.03225135389190359,2568.7263168092522,8878.590086234115,6309.863769424863,5633.432110483928,17381.963067010023,11748.530956526094,2.851070761373232,2.1692877439141762,0.6817830174590558,9.791734012244946,4.10407600983214,5.687658002412807,0.0,0.0,0.0,9889.204345703125,24601.89570312501,36187.45703125,48899.7975,17082.622082868307,0.07242586214218825,20570.88975492267,1.297604507073644,0.002,2376.990511277163,0.0,2377.0749371903657,0.055499999999999994
21,zits-vae,iot,64,0.0001,0.3,5.0,10.0,1.0,346.0,ok,0.7410672443028625,0.7170487671232877,0.024018477179574838,2568.7263168092522,6943.651663794463,4374.925346985211,5633.432110483928,14196.413202277188,8562.98109179326,2.851070761373232,2.4429769287858836,0.40809383258734844,9.791734012244946,5.961919953370732,3.8298140588742147,0.0,0.0,0.0,6857.8924560546875,16470.057226562505,25104.281640624984,38433.16796875001,12409.342755998883,0.058338773901116484,14619.662527022992,0.8869211306051417,0.002,2376.936540370071,0.07300000000000001,2376.8732827094436,0.14600000000000002
22,zits-vae,iot,128,0.001,0.3,10.0,1.0,0.0,255.5,ok,0.7410672443028625,0.7075254794520548,0.03354176485080773,2568.7263168092522,3118.711493476694,549.9851766674419,5633.432110483928,6137.382797883851,503.9506873999226,2.851070761373232,2.5978628255685594,0.2532079358046726,9.791734012244946,8.747302343367448,1.0444316688774986,0.0,0.0,0.0,3254.3399658203125,1424.6362304687518,1195.9243652343503,1258.7590429687516,1019.0942292131666,0.07368100017180171,742.7530258213499,0.08574550257397721,0.002,2376.8902150338054,0.0,2376.911478932536,0.09599999999999997
23,zits-vae,iot,32,0.001,0.3,1.0,5.0,1.0,686.3,ok,0.7410672443028625,0.7239227397260274,0.01714450457683514,2568.7263168092522,13057.349816731325,10488.623499922072,5633.432110483928,25067.334114275953,19433.902003792024,2.851070761373232,1.797119644878871,1.053951116494361,9.791734012244946,1.7436275473967404,8.048106464848207,0.0,0.0,0.0,13361.730712890625,54279.18398437504,64489.0,53642.0,26538.844956752237,0.04007922202290011,37375.56109156743,4.4050237853581615,0.002,2376.9914331549644,0.0,2376.9231778888466,0.16249999999999998
24,zits-vae,iot,64,0.0001,1.0,10.0,20.0,0.5,476.2,ok,0.7410672443028625,0.7140591780821918,0.027008066220670757,2568.7263168092522,7921.663565307183,5352.93724849793,5633.432110483928,16130.298278712457,10496.866168228527,2.851070761373232,2.3804942307347385,0.4705765306384935,9.791734012244946,5.344834411532233,4.4468996007127135,0.0,0.0,0.0,7946.417724609375,20067.63007812502,31838.904296874993,46747.24359375,15228.599384765626,0.055321626392494626,17783.41886029032,1.0925715819396074,0.002042,2377.034513430238,0.0,2377.0876005520104,0.15049999999999997
25,zits-vae,iot,32,0.0001,0.1,5.0,5.0,2.0,309.3,ok,0.7410672443028625,0.7223753424657534,0.018691901837109115,2568.7263168092522,8147.798228441179,5579.071911631927,5633.432110483928,16521.947967804477,10888.515857320548,2.851070761373232,2.266416561478966,0.584654199894266,9.791734012244946,4.614201274601663,5.177532737643284,0.0,0.0,0.0,7492.581787109375,22440.46074218752,33271.73945312492,46044.5353125,15607.045327845974,0.07999613608958211,19427.81346796538,1.0544426386655237,0.002,2377.014144850111,0.07299999999999995,2377.06470871439,0.07350000000000001
26,zits-vae,iot,128,0.0005,0.5,5.0,10.0,1.0,322.9,ok,0.7410672443028625,0.7162947945205479,0.02477244978231463,2568.7263168092522,4511.278601697262,1942.55228488801,5633.432110483928,9127.050667125888,3493.61855664196,2.851070761373232,2.675142715253716,0.17592804611951607,9.791734012244946,8.714030621527755,1.0777033907171916,0.0,0.0,0.0,5172.6541748046875,6268.986816406252,8981.061816406233,15869.672109375002,5184.624988141739,0.04049984830853365,5980.851612971408,0.44837185048016914,0.0020020000000000003,2376.86092551226,0.03949999999999998,2377.077403251481,0.08650000000000002
27,zits-vae,iot,128,0.001,1.0,10.0,1.0,1.0,280.4,ok,0.7410672443028625,0.7255484931506849,0.015518751152177601,2568.7263168092522,3783.8193803818294,1215.0930635725772,5633.432110483928,7646.665640334807,2013.2335298508788,2.851070761373232,2.6502285621363013,0.2008421992369307,9.791734012244946,8.886859830790968,0.9048741814539785,0.0,0.0,0.0,4242.8143310546875,3875.6584960937525,4951.256542968746,8441.621171875006,3073.050077427456,0.048390010913932656,3866.40346429446,0.37301242376142413,0.002006,2376.932569244266,0.0,2377.099966188407,0.118
28,zits-vae,iot,128,0.0005,0.3,10.0,20.0,0.0,271.5,ok,0.7410672443028625,0.7287139726027397,0.012353271700122792,2568.7263168092522,3569.8899043225256,1001.1635875132733,5633.432110483928,7141.292597837382,1507.8604873534541,2.851070761373232,2.466360743818707,0.38471001755452505,9.791734012244946,7.314271054671117,2.477462957573829,0.0,0.0,0.0,3566.197021484375,3645.6031250000015,4086.98876953125,5097.523183593752,2342.330299944197,0.06575503427108119,3238.6987692779308,0.24871885778454508,0.002,2377.0959882140874,0.0,2377.0650537597658,0.05900000000000005
29,zits-vae,iot,64,0.0005,0.3,10.0,10.0,2.0,256.5,ok,0.7410672443028625,0.7281380821917808,0.012929162111081749,2568.7263168092522,5178.788971568487,2610.0626547592346,5633.432110483928,10713.97353708076,5080.541426596831,2.851070761373232,2.5882178255258435,0.26285293584738856,9.791734012244946,7.563900887287906,2.2278331249570407,0.0,0.0,0.0,4788.8927001953125,9697.9080078125,13874.151562499988,22557.173867187506,7274.018019670758,0.07038852822590648,9128.897954017728,0.5174336654304854,0.002,2376.8488597328665,0.068,2376.9512430999516,0.08399999999999996
30,zits-vae,iot,32,0.0001,0.3,5.0,1.0,2.0,380.8,ok,0.7410672443028625,0.7181813698630137,0.022885874439848797,2568.7263168092522,8863.39483687928,6294.6685200700285,5633.432110483928,17799.865718996793,12166.433608512863,2.851070761373232,2.205197551129549,0.6458732102436828,9.791734012244946,4.142835147531048,5.648898864713899,0.0,0.0,0.0,8617.957763671875,25559.189453125022,38452.52148437486,49792.43062500001,17488.871332310253,0.05897534956560494,21530.267965304833,1.4916517902566693,0.0020020000000000003,2377.0470376589537,0.06999999999999995,2376.9352902746678,0.09999999999999998
31,zits-vae,iot,64,0.0005,1.0,1.0,5.0,2.0,620.4,ok,0.7410672443028625,0.7247583561643836,0.016308888138478972,2568.7263168092522,13628.296693904109,11059.570377094857,5633.432110483928,25801.063086457525,20167.630975973596,2.851070761373232,1.7207411797132632,1.1303295816599688,9.791734012244946,1.4128209147491955,8.37891309749575,0.0,0.0,0.0,14402.174560546875,58764.274218750026,64489.0,53642.0,27328.206968470982,0.03608785643102586,39593.49651322434,4.94482083024324,0.002,2377.0842409651996,0.0,2377.074696129632,0.06599999999999995
32,zits-vae,iot,128,0.001,0.3,1.0,5.0,1.0,683.8,ok,0.7410672443028625,0.7194893150684931,0.02157792923436941,2568.7263168092522,11869.202056108197,9300.475739298945,5633.432110483928,23288.567194463758,17655.13508397983,2.851070761373232,1.9385638802974925,0.9125068810757395,9.791734012244946,2.4215649941112467,7.3701690181337,0.0,0.0,0.0,11508.307861328125,43871.616406250025,63214.532812499994,53642.0,24605.208154296877,0.04020938448779763,32392.39615798401,1.8745448864589571,0.002,2376.9068240821243,0.0,2376.931716058612,0.010000000000000009
33,zits-vae,iot,32,0.0001,1.0,10.0,10.0,0.5,682.4,ok,0.7410672443028625,0.7315057534246575,0.009561490878205015,2568.7263168092522,10810.615958649485,8241.889641840233,5633.432110483928,21809.56053958214,16176.128429098211,2.851070761373232,2.045482913677237,0.8055878476959952,9.791734012244946,2.9665047053402844,6.825229306904662,0.0,0.0,0.0,9641.208251953125,37690.10273437502,55965.75859374997,53642.0,22419.867082868303,0.03870585297953035,30343.426607840913,2.2226833636088417,0.002006,2377.059223846459,0.0,2377.051295546651,0.15949999999999998
34,zits-vae,iot,128,0.0001,0.5,5.0,10.0,0.5,348.2,ok,0.7410672443028625,0.7139665753424658,0.027100668960396757,2568.7263168092522,4692.541270577576,2123.814953768324,5633.432110483928,9576.512628093718,3943.08051760979,2.851070761373232,2.757828633978972,0.09324212739426008,9.791734012244946,9.242410146593514,0.5493238656514325,0.0,0.0,0.0,5439.062744140625,6543.8107421875175,10011.565332031249,18741.7659765625,5819.457827845984,0.036988182009302414,6485.1317750184235,0.5407989570482629,0.002,2377.086187040639,0.0,2376.8815821587086,0.118
35,zits-vae,iot,32,0.001,0.1,1.0,20.0,0.5,340.5,ok,0.7410672443028625,0.6881254794520548,0.052941764850807704,2568.7263168092522,12830.274715608395,10261.548398799143,5633.432110483928,23055.758745598832,17422.326635114903,2.851070761373232,1.7720597988170697,1.0790109625561624,9.791734012244946,1.949816765703055,7.841917246541891,0.0,0.0,0.0,17931.47998046875,41208.66640625002,61340.67460937495,53642.0,24874.688713727675,0.03880742962471508,31218.782773515777,2.421869518888496,0.002,2376.7978559818207,0.0,2377.006359507918,0.22899999999999998
