run_id,model,data,latent_dim,lr,beta,gate_weight,recon_weight,tc_weight,elapsed_s,status,metric__zero_ratio_real,metric__zero_ratio_synthetic,metric__zero_ratio_diff,metric__mean_real,metric__mean_synthetic,metric__mean_diff,metric__std_real,metric__std_synthetic,metric__std_diff,metric__skewness_real,metric__skewness_synthetic,metric__skewness_diff,metric__kurtosis_real,metric__kurtosis_synthetic,metric__kurtosis_diff,metric__quantile_10_diff,metric__quantile_25_diff,metric__quantile_50_diff,metric__quantile_75_diff,metric__quantile_90_diff,metric__quantile_95_diff,metric__quantile_99_diff,metric__mean_quantile_diff,metric__autocorr_mae,metric__wasserstein_distance,metric__kl_divergence,metric__mmd,metric__ps,metric__ds,metric__lps,metric__lds
10,zits-vae,m5,128,0.0005,0.1,10.0,10.0,0.5,238.1,ok,0.5921944315899667,0.5883819178082191,0.0038125137817475174,1.310631466863153,0.8731479452054794,0.43748352165767346,3.6336956717358913,1.2943502342090984,2.339345437526793,11.503374271991726,1.7792974066933387,9.724076865298388,284.5672229888064,4.818314537112296,279.7489084516941,0.0,0.0,0.0,1.0,0.0,3.0,10.0,2.0,0.02383050560518139,1.2785590506769857,0.39713786162668135,0.0020000046859492823,1.3382482793867587,0.0,1.3513347154855728,0.2855
11,zits-vae,m5,128,0.0005,1.0,5.0,20.0,0.0,467.2,ok,0.5921944315899667,0.5500284931506849,0.042165938439281736,1.310631466863153,2.7716257534246576,1.4609942865615047,3.6336956717358913,4.096894279542458,0.4631986078065671,11.503374271991726,1.9417794813589757,9.56159479063275,284.5672229888064,4.201970231625991,280.36525275718043,0.0,0.0,0.0,3.0,5.0,5.0,3.0,2.2857142857142856,0.05824561386044237,3.3059023286729494,0.28857226244262374,0.0019999421260696,1.3956278408765792,0.0,1.345490660482645,0.4315
12,zits-vae,m5,64,0.0001,1.0,1.0,20.0,0.0,604.5,ok,0.5921944315899667,0.5418832876712328,0.050311143918733814,1.310631466863153,3.757450410958904,2.4468189440957513,3.6336956717358913,5.8494264182809745,2.2157307465450833,11.503374271991726,2.089251706830955,9.41412256516077,284.5672229888064,4.074100256752643,280.4931227320538,0.0,0.0,0.0,4.0,7.0,14.0,9.0,4.857142857142857,0.07408677203346649,5.288772627145141,0.37290612937879974,0.0020000006803380845,1.363314876717329,0.015500000000000014,1.3466708628714084,0.472
13,zits-vae,m5,32,0.001,1.0,10.0,1.0,1.0,401.0,ok,0.5921944315899667,0.5992032876712329,0.007008856081266224,1.310631466863153,2.8743194520547943,1.5636879851916414,3.6336956717358913,4.376788716440553,0.7430930447046613,11.503374271991726,1.7212235673290397,9.782150704662687,284.5672229888064,2.742979438021492,281.8242435507849,0.0,0.0,0.0,4.0,6.0,6.0,3.0,2.7142857142857144,0.05854151664277822,4.329831724873591,0.38658754930380096,0.002005727431836844,1.3227247189104556,0.007000000000000006,1.338181397640705,0.4595
14,zits-vae,m5,128,0.001,0.3,1.0,10.0,0.5,474.8,ok,0.5921944315899667,0.5620613698630137,0.03013306172695296,1.310631466863153,3.2567594520547947,1.9461279851916418,3.6336956717358913,5.024968458452059,1.3912727867161676,11.503374271991726,2.0172553075200623,9.486118964471665,284.5672229888064,4.1180046683129845,280.4492183204934,0.0,0.0,0.0,4.0,7.0,9.0,8.0,4.0,0.05411666171941647,4.523388363819484,0.35724852583289024,0.0019998828186191,1.3884613500595093,0.14800000000000002,1.3813598965525626,0.44199999999999995
15,zits-vae,m5,64,0.0005,0.5,1.0,1.0,0.0,608.9,ok,0.5921944315899667,0.581148493150685,0.0110459384392817,1.310631466863153,3.268401095890411,1.9577696290272582,3.6336956717358913,5.151803331266984,1.5181076595310925,11.503374271991726,1.9733756372780102,9.529998634713715,284.5672229888064,3.6857983776369734,280.88142461116945,0.0,0.0,0.0,4.0,7.0,10.0,7.0,4.0,0.06017192615361342,4.902640985300324,0.3845571938134522,0.0020000000000040966,1.4205184475541115,0.0,1.3298537085413933,0.42100000000000004
16,zits-vae,m5,32,0.001,0.3,5.0,1.0,0.5,286.9,ok,0.5921944315899667,0.5807320547945205,0.01146237679544615,1.310631466863153,2.552668493150685,1.242037026287532,3.6336956717358913,3.751825528586387,0.1181298568504956,11.503374271991726,1.6749856711262434,9.828388600865482,284.5672229888064,2.855877656477346,281.7113453323291,0.0,0.0,0.0,3.0,5.0,4.0,1.0,1.8571428571428572,0.05445529496083874,3.319629841487237,0.3086383806520914,0.0020000000002998765,1.3773581042051315,0.22050000000000003,1.3594972758948802,0.43000000000000005
17,zits-vae,m5,32,0.001,0.3,1.0,20.0,0.5,448.6,ok,0.5921944315899667,0.542253698630137,0.0499407329598297,1.310631466863153,3.6057808219178082,2.2951493550546553,3.6336956717358913,5.594150419041758,1.9604547473058664,11.503374271991726,2.0749100930675404,9.428464178924186,284.5672229888064,4.102367130636147,280.46485585817027,0.0,0.0,0.0,4.0,7.0,12.0,9.0,4.571428571428571,0.06443715425684604,4.964069846592391,0.3665377726760548,0.001999729091884446,1.372532140505314,0.031000000000000028,1.384553781270981,0.4415
18,zits-vae,m5,32,0.001,1.0,10.0,20.0,2.0,428.0,ok,0.5921944315899667,0.5812027397260274,0.010991691863939224,1.310631466863153,3.1458279452054794,1.8351964783423265,3.6336956717358913,5.012842243785663,1.3791465720497715,11.503374271991726,2.0736775613994882,9.429696710592237,284.5672229888064,4.362297901803553,280.20492508700283,0.0,0.0,0.0,4.0,6.0,9.0,8.0,3.857142857142857,0.05579664365246474,4.598399719368358,0.3683159662238536,0.0020000000007171443,1.39006678763628,0.11150000000000004,1.34818198184371,0.42900000000000005
19,zits-vae,m5,32,0.0001,0.3,1.0,20.0,2.0,588.1,ok,0.5921944315899667,0.5523950684931507,0.039799363096815976,1.310631466863153,3.897885479452055,2.587254012588902,3.6336956717358913,5.989890983528522,2.3561953117926304,11.503374271991726,1.8535260394110773,9.649848232580648,284.5672229888064,2.867386345619553,281.69983664318687,0.0,0.0,0.0,5.0,9.0,13.0,9.0,5.142857142857143,0.06981516184280631,5.795139188863898,0.4648197473248062,0.002000000345143262,1.3661388494491578,0.08050000000000002,1.3307219695389272,0.4605
20,zits-vae,m5,32,0.0001,0.3,10.0,20.0,0.0,273.7,ok,0.5921944315899667,0.5773994520547945,0.01479497953517217,1.310631466863153,2.1901879452054795,0.8795564783423266,3.6336956717358913,3.402325562086912,0.2313701096489793,11.503374271991726,2.0955858560763962,9.40778841591533,284.5672229888064,5.388034620700509,279.1791883681059,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.2857142857142858,0.06747102565718321,2.4044658774838377,0.24160530869439498,0.002000000008207578,1.294751289731264,0.0,1.3388164271771907,0.404
21,zits-vae,m5,64,0.0001,0.3,5.0,10.0,1.0,288.7,ok,0.5921944315899667,0.5780580821917808,0.014136349398185866,1.310631466863153,1.7943375342465753,0.48370606738342237,3.6336956717358913,2.7031859320174285,0.9305097397184627,11.503374271991726,1.9593625265788017,9.544011745412924,284.5672229888064,5.1356684773213725,279.43155451148505,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.1428571428571428,0.06753057582126784,1.7630082562929035,0.21339515074602763,0.002000000536063449,1.3442837295591832,0.0,1.3385447527170182,0.38749999999999996
22,zits-vae,m5,128,0.001,0.3,10.0,1.0,0.0,245.6,ok,0.5921944315899667,0.6457408219178082,0.053546390327841586,1.310631466863153,0.6950668493150685,0.6155646175480844,3.6336956717358913,1.21711781418783,2.416577857548061,11.503374271991726,2.6375397529985642,8.86583451899316,284.5672229888064,11.323713747934292,273.24350924087213,0.0,0.0,0.0,0.0,1.0,3.0,10.0,2.0,0.02476735966716789,1.2518343938533796,0.34597694396252254,0.002000000003442092,1.3346771285057069,0.031000000000000028,1.3342337486982345,0.22099999999999997
23,zits-vae,m5,32,0.001,0.3,1.0,5.0,1.0,550.8,ok,0.5921944315899667,0.5759791780821918,0.016215253507774863,1.310631466863153,3.464144109589041,2.153512642725888,3.6336956717358913,5.530583743774581,1.8968880720386894,11.503374271991726,2.056542406732609,9.446831865259117,284.5672229888064,4.004773630374212,280.5624493584322,0.0,0.0,0.0,4.0,7.0,11.0,9.0,4.428571428571429,0.064471173723025,5.256572534221276,0.3931229429092673,0.002000013640521542,1.3228931755781175,0.008000000000000007,1.341828845512867,0.45399999999999996
24,zits-vae,m5,64,0.0001,1.0,10.0,20.0,0.5,365.2,ok,0.5921944315899667,0.577254794520548,0.014939637069418699,1.310631466863153,2.017635616438356,0.7070041495752033,3.6336956717358913,3.098908990312287,0.5347866814236042,11.503374271991726,2.1035568590034157,9.39981741298831,284.5672229888064,5.838664948285027,278.72855804052136,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.1428571428571428,0.06277775719341329,2.065480005022907,0.2192885361013198,0.0020020315312407975,1.3450299873113631,0.0,1.3648015624880792,0.4255
25,zits-vae,m5,32,0.0001,0.1,5.0,5.0,2.0,260.7,ok,0.5921944315899667,0.5829780821917808,0.00921634939818583,1.310631466863153,2.041733698630137,0.7311022317669842,3.6336956717358913,3.1137715662668315,0.5199241054690598,11.503374271991726,1.935339279232532,9.568034992759195,284.5672229888064,4.532280590337402,280.034942398469,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.4285714285714286,0.07190829174975383,2.229323979011542,0.2350837642507408,0.002000000252570767,1.3833590381622314,0.0,1.3300178092062473,0.398
26,zits-vae,m5,128,0.0005,0.5,5.0,10.0,1.0,289.6,ok,0.5921944315899667,0.6024849315068493,0.01029049991688269,1.310631466863153,1.0730224657534246,0.23760900110972827,3.6336956717358913,1.6337892065839108,1.9999064651519805,11.503374271991726,1.7659111233543492,9.737463148637376,284.5672229888064,3.8137736170987697,280.75344937170763,0.0,0.0,0.0,1.0,0.0,2.0,8.0,1.5714285714285714,0.027877651746611186,1.2089033482336617,0.4511046771741796,0.002000000041407814,1.329796610826254,0.0,1.333398791229725,0.3145
27,zits-vae,m5,128,0.001,1.0,10.0,1.0,1.0,259.9,ok,0.5921944315899667,0.5930641095890411,0.0008696779990744474,1.310631466863153,1.0604898630136985,0.2501416038494544,3.6336956717358913,1.6819144802689399,1.9517811914669514,11.503374271991726,2.5438782031570835,8.959496068834643,284.5672229888064,12.413860283350676,272.1533627054557,0.0,0.0,0.0,1.0,0.0,2.0,8.0,1.5714285714285714,0.02349191854666232,1.1212811618274183,0.2508924686189348,0.0020000014272872216,1.3730663972973824,0.0,1.3503026367008686,0.275
28,zits-vae,m5,128,0.0005,0.3,10.0,20.0,0.0,245.5,ok,0.5921944315899667,0.5853013698630137,0.00689306172695292,1.310631466863153,0.9277567123287671,0.3828747545343858,3.6336956717358913,1.3579354103267682,2.275760261409123,11.503374271991726,1.648305460469612,9.855068811522115,284.5672229888064,3.2510767954230975,281.3161461933833,0.0,0.0,0.0,1.0,0.0,2.0,10.0,1.8571428571428572,0.024214127305677176,1.2461826871623982,0.42194586360535014,0.002000000000110494,1.3583778178036212,0.0,1.340029300713539,0.2835
29,zits-vae,m5,64,0.0005,0.3,10.0,10.0,2.0,247.4,ok,0.5921944315899667,0.5809419178082191,0.01125251378174752,1.310631466863153,1.3622049315068494,0.0515734646436965,3.6336956717358913,1.9645906328585114,1.6691050388773798,11.503374271991726,1.5930337981975213,9.910340473794205,284.5672229888064,2.97314591856623,281.5940770702402,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.5714285714285714,0.04536259033110466,1.4108288415343448,0.2785788924977938,0.002000000001804621,1.3866104794502259,0.0,1.340134128433466,0.385
