metric,chronogan,fide,hurdle,timeVAE,timegan,transfusion,tsgm_timegan,tsgm_vae,vae_conv,vae_dense,zip,zits-gan,zits-vae
zero_ratio_real,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619,0.7410521844092619
zero_ratio_synthetic,0.0,0.0035,0.7411211872146118,6.186298524165693e-08,0.0,0.9999991780821917,0.0,1.0,0.0,0.0,0.7409853881278539,0.7028032328767123,0.7084295890410959
zero_ratio_diff,0.7410521844092619,0.737552184409262,6.900280534993808e-05,0.7410521225462766,0.7410521844092619,0.25894699367292984,0.7410521844092619,0.2589478155907381,0.7410521844092619,0.7410521844092619,6.679628140804361e-05,0.03824895153254959,0.03262259536816603
mean_real,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291,2568.677834320291
mean_synthetic,35915.36949749931,5416415849018248.0,2694.8383668436645,2400.3532244803605,503.11257005253776,1.656820676098131e-07,0.01895623704789809,0.0,2575.3845473853403,2548.9379021738177,2569.552625296804,6967.65251047897,3437.0597266493496
mean_diff,33346.69166317902,5416415849015679.0,126.1605325233736,168.32460983993042,2065.5652642677533,2568.6778341546087,2568.658878083243,2568.677834320291,6.706713065049371,19.739932146473166,0.8747909765129407,4398.974676158679,868.3818923290587
std_real,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861,5633.385155113861
std_synthetic,152.97537980897297,2.937485607734923e+17,6705.457745644315,2423.6800441982427,268.1919201146345,0.000246926604920268,0.020843078575798153,0.0,2603.1301882162784,2448.083818396237,4362.795646861985,13622.663064264982,6783.873997303936
std_diff,5480.409775304888,2.9374856077348666e+17,1072.0725905304535,3209.7051109156187,5365.193234999227,5633.384908187257,5633.364312035285,5633.385155113861,3030.254966897583,3185.3013367176245,1270.5895082518764,7989.27790915112,1150.488842190075
skewness_real,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634,2.8511083803161634
skewness_synthetic,7.905676349662838,49.18285887755707,4.97616903764133,1.4751125048496334,18.944254212640267,1791.871896993911,14.119136180070393,,1.6696627617195032,1.7644099374754825,1.1265147667606863,2.344860920910871,3.300676373380297
skewness_diff,5.0545679693466745,46.331750497240904,2.1250606573251662,1.37599587546653,16.093145832324105,1789.0207886135947,11.268027799754229,,1.1814456185966602,1.086698442840681,1.7245936135554771,0.5062474594052926,0.44956799306413364
kurtosis_real,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846,9.791999353673846
kurtosis_synthetic,68.66348314377466,6700.017862144877,49.69530381476638,2.7867420962998466,357.8525553966567,3320988.5775376754,213.6087829670366,,3.9442733120204467,4.68826575989168,-0.6902980596844324,5.634968205158152,21.799997371113626
kurtosis_diff,58.87148379010081,6690.225862791203,39.90330446109254,7.005257257374,348.06055604298285,3320978.785538322,203.81678361336276,,5.8477260416534,5.103733593782167,10.482297413358278,4.157031148515694,12.00799801743978
quantile_10_diff,35890.06781518459,17801.733203125,0.0,0.24034300148487087,488.2541847601533,0.0,0.017095249146223068,0.0,27.419666671753085,193.72213745117188,0.0,0.0,0.0
quantile_25_diff,35890.07930248976,7643.0960693359375,0.0,518.5665283203125,488.2541847601533,0.0,0.017097339034080505,0.0,620.2171936035156,736.7757263183594,0.0,0.0,0.0
quantile_50_diff,35890.086194872856,6149.48388671875,0.0,1692.5079345703125,488.2541847601533,0.0,0.017099834978580475,0.0,1821.88037109375,1892.2379150390625,0.0,0.0,0.0
quantile_75_diff,34570.09997963905,28394.27685546875,495.3663659084914,2314.737060546875,831.7451138049364,1320.0,1319.9828974194825,1320.0,2455.9835205078125,2295.7174072265625,7558.0,8302.69921875,3832.41357421875
quantile_90_diff,25839.72259157896,40376728.20000049,470.32854498842244,4317.4865234375,9562.638643369079,10051.0,10050.982894273475,10051.0,3984.171875,4288.99169921875,116.0,15838.265429687493,3478.8583984375
quantile_95_diff,21136.78753042221,5911702892.199978,300.3043600982073,7619.861035156251,14302.393953338265,14791.0,14790.98288857378,14791.0,7068.289892578126,7479.471582031252,3958.0,22830.77734375,2177.36328125
quantile_99_diff,11182.546425879002,155404127704762.22,5061.067807962827,15261.348417968757,25149.185073405504,25638.0,25637.947937227786,25638.0,14192.163613281251,14506.597675781262,14388.0,35124.12964843762,2168.3554101562404
